Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brewery,City,State
Trail Head,2089,0.063,55,225,American Pale Ale (APA),12,Fat Head's Brewery,Middleburg Heights, OH
Hop Stalker Fresh Hop IPA,2088,0.07,80,225,American IPA,16,Fat Head's Brewery,Middleburg Heights, OH
Sudice American Stout,1455,0.07,58,406,American Stout,16,Fate Brewing Company,Boulder, CO
Parcae Belgian Style Pale Ale,1454,0.05,20,406,Belgian Pale Ale,16,Fate Brewing Company,Boulder, CO
Norns Roggenbier,1453,0.05,20,406,Roggenbier,16,Fate Brewing Company,Boulder, CO
Laimas Kölsch Style Ale,1452,0.05,20,406,Kölsch,16,Fate Brewing Company,Boulder, CO
Moirai India Pale Ale,1451,0.07,70,406,American IPA,16,Fate Brewing Company,Boulder, CO
Loki Red Ale,2191,0.075,53,202,American Amber / Red Ale,16,Fearless Brewing Company,Estacada, OR
Peaches & Cream,1731,0.046,,202,Fruit / Vegetable Beer,16,Fearless Brewing Company,Estacada, OR
Quaff India Style Session Ale,1022,0.051,42,202,American IPA,16,Fearless Brewing Company,Estacada, OR
Loki Red Ale (2013),895,0.075,53,202,American Amber / Red Ale,16,Fearless Brewing Company,Estacada, OR
Mjolnir Imperial IPA,682,0.069,70,202,American Double / Imperial IPA,16,Fearless Brewing Company,Estacada, OR
Fearless Scottish Ale,112,0.05,47,202,Scottish Ale,16,Fearless Brewing Company,Estacada, OR
Mastermind,2289,0.081,90,173,American Double / Imperial IPA,12,Fiddlehead Brewing Company,Shelburne, VT
Hyzer Flip,2027,0.082,,173,American Double / Imperial IPA,16,Fiddlehead Brewing Company,Shelburne, VT
Second Fiddle,1929,0.082,80,173,American Double / Imperial IPA,16,Fiddlehead Brewing Company,Shelburne, VT
Hodad Porter,1858,0.055,30,173,American Porter,16,Fiddlehead Brewing Company,Shelburne, VT
Weiss Weiss Baby,2591,0.045,,37,Kristalweizen,12,Figueroa Mountain Brewing Company,Buellton, CA
Czech Yo Self,2590,0.055,45,37,Czech Pilsener,12,Figueroa Mountain Brewing Company,Buellton, CA
FMB 101,1968,0.048,20,37,Kölsch,12,Figueroa Mountain Brewing Company,Buellton, CA
Hardcore Chimera,1981,0.09,80,257,American Double / Imperial IPA,16,Finch's Beer Company,Chicago, IL
Sobek & Set,1664,0.08,80,257,American Black Ale,16,Finch's Beer Company,Chicago, IL
Nuclear Winter,1663,0.086,,257,Belgian Strong Dark Ale,16,Finch's Beer Company,Chicago, IL
Wet Hot American Wheat Ale,1662,0.05,22,257,American Pale Wheat Ale,16,Finch's Beer Company,Chicago, IL
Secret Stache Stout,941,0.053,25,257,American Stout,16,Finch's Beer Company,Chicago, IL
Fascist Pig Ale,935,0.08,72,257,American Amber / Red Ale,16,Finch's Beer Company,Chicago, IL
Cut Throat Pale Ale,809,0.055,34,257,American Pale Ale (APA),16,Finch's Beer Company,Chicago, IL
Threadless IPA,481,0.075,90,257,American IPA,16,Finch's Beer Company,Chicago, IL
Cut Throat Pale Ale (2011),351,0.055,34,257,American Pale Ale (APA),16,Finch's Beer Company,Chicago, IL
Golden Wing Blonde Ale,350,0.047,30,257,American Blonde Ale,16,Finch's Beer Company,Chicago, IL
Easy Jack,2569,0.045,47,49,American IPA,12,Firestone Walker Brewing Company,Paso Robles, CA
Union Jack,2463,0.075,75,49,American IPA,12,Firestone Walker Brewing Company,Paso Robles, CA
Pivo Pils,2462,0.053,40,49,German Pilsener,12,Firestone Walker Brewing Company,Paso Robles, CA
805 Blonde Ale,1957,0.047,20,49,American Blonde Ale,12,Firestone Walker Brewing Company,Paso Robles, CA
805,1733,0.047,20,49,American Blonde Ale,12,Firestone Walker Brewing Company,Paso Robles, CA
Deflator,2624,0.065,,17,Doppelbock,16,Flat 12 Bierwerks,Indianapolis, IN
Hinchtown Hammer Down,2284,0.05,27,17,American Blonde Ale,16,Flat 12 Bierwerks,Indianapolis, IN
Half Cycle IPA,1610,0.06,104,17,American IPA,16,Flat 12 Bierwerks,Indianapolis, IN
Inclined Plane Ale,520,0.042,25,533,American IPA,12,Flat Rock Brewing Company,Smithton, PA
Moped Traveler,2554,0.055,,55,American Pale Ale (APA),16,Flesk Brewing Company,Lombard, IL
Snake Dog IPA,608,0.071,60,522,American IPA,12,Flying Dog Brewery,Frederick, MD
Underdog Atlantic Lager,607,0.047,28,522,American Pale Lager,12,Flying Dog Brewery,Frederick, MD
Flying Mouse 8,2567,0.04,,51,American Porter,12,Flying Mouse Brewery,Troutville, VA
Flying Mouse 4,2566,0.07,70,51,American IPA,12,Flying Mouse Brewery,Troutville, VA
La Ferme Urbaine Farmhouse Ale,1899,0.078,30,280,Saison / Farmhouse Ale,12,Foolproof Brewing Company,Pawtucket, RI
Backyahd IPA,983,0.06,73,280,American IPA,12,Foolproof Brewing Company,Pawtucket, RI
Raincloud Robust Porter,982,0.065,,280,American Porter,12,Foolproof Brewing Company,Pawtucket, RI
Barstool American Golden Ale,981,0.045,24,280,American Blonde Ale,12,Foolproof Brewing Company,Pawtucket, RI
What the Butler Saw,2111,0.05,18,218,Witbier,12,Forgotten Boardwalk,Cherry Hill, NJ
1916 Shore Shiver,2110,0.069,65,218,American IPA,12,Forgotten Boardwalk,Cherry Hill, NJ
Quick WIT,2172,0.052,,207,Belgian Pale Ale,12,Fort George Brewery,Astoria, OR
The Optimist,2171,0.062,50,207,American IPA,12,Fort George Brewery,Astoria, OR
Suicide Squeeze IPA,1911,0.045,,207,American IPA,16,Fort George Brewery,Astoria, OR
Java the Hop,1803,0.065,50,207,American IPA,16,Fort George Brewery,Astoria, OR
Next Adventure Black IPA,1566,0.062,,207,American Black Ale,16,Fort George Brewery,Astoria, OR
3-Way IPA (2013),1515,0.067,,207,American IPA,16,Fort George Brewery,Astoria, OR
Tender Loving Empire NWPA,1214,0.058,,207,American Pale Ale (APA),16,Fort George Brewery,Astoria, OR
Quick Wit Belgianesque Ale,674,0.052,,207,Witbier,16,Fort George Brewery,Astoria, OR
Sunrise Oatmeal Pale Ale,562,0.055,,207,American Pale Ale (APA),16,Fort George Brewery,Astoria, OR
Cavatica Stout,552,0.088,30,207,American Double / Imperial Stout,16,Fort George Brewery,Astoria, OR
1811 Lager,319,0.051,15,207,American Amber / Red Lager,16,Fort George Brewery,Astoria, OR
Vortex IPA,318,0.074,97,207,American IPA,16,Fort George Brewery,Astoria, OR
Fort Pitt Ale,2322,,,152,American Amber / Red Ale,12,Fort Pitt Brewing Company,Latrobe, PA
Park,2661,0.047,19,5,American Pale Wheat Ale,12,Fort Point Beer Company,San Francisco, CA
Westfalia,2660,0.056,16,5,American Amber / Red Ale,12,Fort Point Beer Company,San Francisco, CA
KSA,2659,0.046,17,5,Kölsch,12,Fort Point Beer Company,San Francisco, CA
Villager,2658,0.063,42,5,American IPA,12,Fort Point Beer Company,San Francisco, CA
Dirty Bastard,2625,0.085,50,16,Scotch Ale / Wee Heavy,12,Founders Brewing Company,Grand Rapids, MI
Centennial IPA,1565,0.072,65,16,American IPA,12,Founders Brewing Company,Grand Rapids, MI
All Day IPA,1223,0.047,42,16,American IPA,12,Founders Brewing Company,Grand Rapids, MI
El Chingon IPA,1874,0.076,73,288,American IPA,12,Four Corners Brewing Company,Dallas, TX
Block Party Robust Porter,1873,0.057,40,288,American Porter,12,Four Corners Brewing Company,Dallas, TX
Local Buzz,1872,0.052,20,288,American Blonde Ale,12,Four Corners Brewing Company,Dallas, TX
Feel Like Maplin' Love,2613,0.055,,23,Oatmeal Stout,16,Four Fathers Brewing ,Valparaiso, IN
Father's Beer,2612,0.05,,23,Belgian Pale Ale,16,Four Fathers Brewing ,Valparaiso, IN
The 26th,2611,0.06,,23,American IPA,16,Four Fathers Brewing ,Valparaiso, IN
The Gadget,2610,0.064,90,23,American IPA,16,Four Fathers Brewing ,Valparaiso, IN
Leprechaun Lager,1657,0.04,,349,American Pale Lager,12,Four Horsemen Brewing Company,South Bend, IN
Sunbru Kölsch,2309,0.052,17,161,Kölsch,12,Four Peaks Brewing Company,Tempe, AZ
Kilt Lifter Scottish-Style Ale,1635,0.06,21,161,Scottish Ale,12,Four Peaks Brewing Company,Tempe, AZ
Pumpkin Porter,1616,0.051,9,161,American Porter,12,Four Peaks Brewing Company,Tempe, AZ
Four Peaks Peach Ale,1585,0.042,9,161,Fruit / Vegetable Beer,12,Four Peaks Brewing Company,Tempe, AZ
Hop Knot IPA,358,0.067,47,161,American IPA,12,Four Peaks Brewing Company,Tempe, AZ
Kilt Lifter Scottish-Style Ale (2009),179,0.06,21,161,Scottish Ale,12,Four Peaks Brewing Company,Tempe, AZ
Sunbru Kölsch,178,0.052,17,161,Kölsch,12,Four Peaks Brewing Company,Tempe, AZ
Four String Vanilla Porter,2428,0.06,,106,American Porter,12,Four String Brewing Company,Columbus, OH
Suncaster Summer Wheat,2427,0.05,28,106,American Pale Wheat Ale,12,Four String Brewing Company,Columbus, OH
Brass Knuckle Pale Ale,2425,0.057,36,106,American Pale Ale (APA),12,Four String Brewing Company,Columbus, OH
Big Star White IPA,2424,0.07,70,106,American White IPA,12,Four String Brewing Company,Columbus, OH
Old Detroit,1998,0.056,23,254,American Amber / Red Ale,12,Frankenmuth Brewery,Frankenmuth, MI
Batch 69 IPA,1556,0.069,69,254,American IPA,12,Frankenmuth Brewery,Frankenmuth, MI
Twisted Helles Summer Lager,1208,0.055,18,254,Munich Helles Lager,12,Frankenmuth Brewery,Frankenmuth, MI
OktoberFiesta,2527,0.053,27,67,MÃ¤rzen,12,Freetail Brewing Company,San Antonio, TX
Texicali,2526,0.065,33,67,American Brown Ale,12,Freetail Brewing Company,San Antonio, TX
Pinata Protest,2525,0.06,,67,Witbier,12,Freetail Brewing Company,San Antonio, TX
Bat Outta Helles,2524,0.042,20,67,Munich Helles Lager,12,Freetail Brewing Company,San Antonio, TX
Original,2523,0.068,10,67,American Amber / Red Ale,12,Freetail Brewing Company,San Antonio, TX
Rye Wit,2522,0.042,10,67,Witbier,12,Freetail Brewing Company,San Antonio, TX
Soul Doubt,2521,0.059,70,67,American IPA,12,Freetail Brewing Company,San Antonio, TX
Yo Soy Un Berliner,2520,0.044,5,67,Berliner Weissbier,12,Freetail Brewing Company,San Antonio, TX
77 Fremont Select Spring Session IPA,1174,0.04,,461,American IPA,12,Fremont Brewing Company,Seattle, WA
Fremont Organic Pale Ale,1116,0.045,,461,American Pale Ale (APA),12,Fremont Brewing Company,Seattle, WA
Abominable Ale,994,0.08,,461,English Strong Ale,12,Fremont Brewing Company,Seattle, WA
Harvest Ale,901,0.065,35,461,Saison / Farmhouse Ale,12,Fremont Brewing Company,Seattle, WA
Fremont Summer Ale,875,0.065,45,461,American Pale Ale (APA),12,Fremont Brewing Company,Seattle, WA
Universale Pale Ale,858,0.056,30,461,American Pale Ale (APA),12,Fremont Brewing Company,Seattle, WA
Interurban IPA,857,0.065,80,461,American IPA,12,Fremont Brewing Company,Seattle, WA
Gateway Kolsch Style Ale,1300,0.053,32,434,Kölsch,12,French Broad Brewery,Asheville, NC
Wee-Heavy-Er Scotch Ale,1260,0.07,24,434,Scotch Ale / Wee Heavy,12,French Broad Brewery,Asheville, NC
13 Rebels ESB,1259,0.052,42,434,Extra Special / Strong Bitter (ESB),12,French Broad Brewery,Asheville, NC
Salamander Slam,2254,0.07,73,181,American IPA,16,Frog Level Brewing Company,Waynesville, NC
Cack-A-Lacky,1658,0.05,35,348,American Pale Ale (APA),12,Fullsteam Brewery,Durham, NC
No Wake IPA,2077,0.072,50,229,American IPA,12,Geneva Lake Brewing Company,Lake Geneva, WI
Boathouse Blonde,2076,0.049,15,229,American Blonde Ale,12,Geneva Lake Brewing Company,Lake Geneva, WI
Cedar Point,2075,0.05,26,229,American Amber / Red Ale,12,Geneva Lake Brewing Company,Lake Geneva, WI
Clean Shave IPA,2426,0.067,70,107,American IPA,12,Glabrous Brewing Company,Pineland, ME
Might As Well IPL,2045,0.072,75,241,American Pale Lager,16,Golden Road Brewing,Los Angeles, CA
Saison Pamplemousse,1960,0.058,35,241,Saison / Farmhouse Ale,12,Golden Road Brewing,Los Angeles, CA
2020 IPA,1777,0.074,74,241,American IPA,16,Golden Road Brewing,Los Angeles, CA
Wolf Among Weeds IPA,1698,0.08,70,241,American IPA,16,Golden Road Brewing,Los Angeles, CA
Better Weather IPA,1641,0.094,92,241,American IPA,16,Golden Road Brewing,Los Angeles, CA
Point the Way IPA,1490,0.059,60,241,American IPA,16,Golden Road Brewing,Los Angeles, CA
Golden Road Hefeweizen,1489,0.046,15,241,Hefeweizen,16,Golden Road Brewing,Los Angeles, CA
Heal the Bay IPA,1399,0.068,65,241,American IPA,16,Golden Road Brewing,Los Angeles, CA
Point the Way IPA,1296,0.059,60,241,American IPA,12,Golden Road Brewing,Los Angeles, CA
Cabrillo Kölsch,1034,0.05,30,241,Kölsch,16,Golden Road Brewing,Los Angeles, CA
Get Up Offa That Brown,991,0.055,20,241,American Brown Ale,16,Golden Road Brewing,Los Angeles, CA
Burning Bush Smoked IPA,750,0.08,70,241,American IPA,16,Golden Road Brewing,Los Angeles, CA
Wolf Among Weeds IPA (2012),749,0.08,70,241,American IPA,16,Golden Road Brewing,Los Angeles, CA
Point the Way IPA (2012),549,0.059,60,241,American IPA,16,Golden Road Brewing,Los Angeles, CA
Golden Road Hefeweizen (2012),548,0.046,15,241,Hefeweizen,16,Golden Road Brewing,Los Angeles, CA
Vanilla Porter,2587,0.07,11,40,American Porter,16,Gonzo's BiggDogg Brewing,Kalamazoo, MI
Descender IPA,1109,0.07,70,465,American IPA,12,Good Life Brewing Company,Bend, OR
Sweet As Pacific Ale,1108,0.06,18,465,American Pale Wheat Ale,12,Good Life Brewing Company,Bend, OR
Good People Pale Ale,1000,0.056,36,479,American Pale Ale (APA),12,Good People Brewing Company,Birmingham, AL
Snake Handler Double IPA,312,0.093,103,479,American Double / Imperial IPA,12,Good People Brewing Company,Birmingham, AL
Coffee Oatmeal Stout,311,0.06,54,479,Oatmeal Stout,12,Good People Brewing Company,Birmingham, AL
Good People IPA,309,0.06,64,479,American IPA,12,Good People Brewing Company,Birmingham, AL
Good People American Brown Ale,308,0.058,36,479,American Brown Ale,12,Good People Brewing Company,Birmingham, AL
Mountain Rescue Pale Ale,2205,0.055,40,195,American Pale Ale (APA),12,Goodlife Brewing Co.,Bend, OR
Goose Island India Pale Ale,2198,0.059,55,197,American IPA,12,Goose Island Brewery Company,Chicago, IL
312 Urban Pale Ale,2457,0.054,30,89,American Pale Ale (APA),16,Goose Island Brewing Company,Chicago, IL
312 Urban Pale Ale,2202,0.054,30,89,American Pale Ale (APA),12,Goose Island Brewing Company,Chicago, IL
312 Urban Wheat Ale,2201,0.042,18,89,American Pale Wheat Ale,16,Goose Island Brewing Company,Chicago, IL
312 Urban Wheat Ale,1829,0.042,18,89,American Pale Wheat Ale,12,Goose Island Brewing Company,Chicago, IL
312 Urban Wheat Ale (2012),581,0.042,20,89,American Pale Wheat Ale,12,Goose Island Brewing Company,Chicago, IL
Beaver Logger,1383,0.052,19,421,American Pale Lager,12,Gore Range Brewery,Edwards, CO
White Water Wheat,477,0.05,18,537,American Pale Wheat Ale,12,Grand Canyon Brewing Company,Williams, AZ
Grand Canyon American Pilsner,476,0.052,25,537,American Pilsner,12,Grand Canyon Brewing Company,Williams, AZ
Grand Canyon Sunset Amber Ale,143,0.054,25,537,American Amber / Red Ale,12,Grand Canyon Brewing Company,Williams, AZ
Black Iron India Pale Ale,142,0.063,65,537,American IPA,12,Grand Canyon Brewing Company,Williams, AZ
Monarch Classic American Wheat,2129,0.043,21,214,American Pale Wheat Ale,12,Grapevine Craft Brewery,Farmers Branch, TX
Sir William's English Brown Ale,2127,0.049,21,214,English Brown Ale,12,Grapevine Craft Brewery,Farmers Branch, TX
Lakefire Rye Pale Ale,2126,0.055,35,214,American Pale Ale (APA),12,Grapevine Craft Brewery,Farmers Branch, TX
Beer Agent Re-Ignition,2303,0.053,22,166,American Blonde Ale,16,Great Crescent Brewery,Aurora, IN
Cherry Ale,1990,0.057,18,166,Fruit / Vegetable Beer,16,Great Crescent Brewery,Aurora, IN
Bourbon Barrel Aged Coconut Porter,1702,0.056,33,166,American Porter,16,Great Crescent Brewery,Aurora, IN
Great Crescent IPA,1701,0.062,60,166,American IPA,16,Great Crescent Brewery,Aurora, IN
Aurora Lager,1700,0.057,27,166,Dortmunder / Export Lager,16,Great Crescent Brewery,Aurora, IN
Great Crescent Blonde Ale,1699,0.053,22,166,American Blonde Ale,16,Great Crescent Brewery,Aurora, IN
Great Crescent Coconut Porter,1269,0.056,33,166,American Porter,16,Great Crescent Brewery,Aurora, IN
Great Crescent Oktoberfest Lager,930,0.057,25,166,Märzen / Oktoberfest,16,Great Crescent Brewery,Aurora, IN
Great Crescent Brown Ale,649,0.045,36,166,American Brown Ale,16,Great Crescent Brewery,Aurora, IN
Cherry Ale (1),639,0.057,18,166,Fruit / Vegetable Beer,16,Great Crescent Brewery,Aurora, IN
Aurora Lager (2011),626,0.057,27,166,Dortmunder / Export Lager,16,Great Crescent Brewery,Aurora, IN
Frosted Fields Winter Wheat,615,0.06,25,166,American Dark Wheat Ale,16,Great Crescent Brewery,Aurora, IN
Great Crescent Belgian Style Wit,478,0.051,13,166,Witbier,16,Great Crescent Brewery,Aurora, IN
Bourbon's Barrel Stout,455,0.075,65,166,American Stout,16,Great Crescent Brewery,Aurora, IN
Great Crescent Stout,442,0.08,66,166,English Stout,16,Great Crescent Brewery,Aurora, IN
Great Crescent Coconut Porter (2012),441,0.056,33,166,American Porter,16,Great Crescent Brewery,Aurora, IN
Great Crescent Dark Lager,440,0.057,23,166,Euro Dark Lager,16,Great Crescent Brewery,Aurora, IN
Great Crescent Mild Ale,439,0.042,26,166,English Dark Mild Ale,16,Great Crescent Brewery,Aurora, IN
Great Crescent IPA (2011),436,0.062,60,166,American IPA,16,Great Crescent Brewery,Aurora, IN
Great Crescent Blonde Ale (2011),389,0.053,22,166,American Blonde Ale,16,Great Crescent Brewery,Aurora, IN
Denver Pale Ale (Artist Series No. 1),2650,0.05,,7,American Pale Ale (APA),12,Great Divide Brewing Company,Denver, CO
Hibernation Ale,2649,0.087,50,7,Old Ale,12,Great Divide Brewing Company,Denver, CO
Whitewater,2648,0.061,22,7,American Pale Wheat Ale,12,Great Divide Brewing Company,Denver, CO
Rumble,2647,0.071,,7,American IPA,12,Great Divide Brewing Company,Denver, CO
Orabelle,2646,0.083,32,7,Tripel,12,Great Divide Brewing Company,Denver, CO
Lasso,2645,0.05,50,7,American IPA,12,Great Divide Brewing Company,Denver, CO
Yeti Imperial Stout,2644,0.095,75,7,Russian Imperial Stout,12,Great Divide Brewing Company,Denver, CO
Colette,2643,0.073,35,7,Saison / Farmhouse Ale,12,Great Divide Brewing Company,Denver, CO
Titan IPA,2642,0.071,65,7,American IPA,12,Great Divide Brewing Company,Denver, CO
Black Star Double Hopped Golden Lager (24 oz.),404,0.045,15,544,American Pale Lager,24,Great Northern Brewing Company,Whitefish, MT
Black Star Double Hopped Golden Lager (12 oz.),164,0.045,15,544,American Pale Lager,12,Great Northern Brewing Company,Whitefish, MT
Commotion APA,1923,0.052,49,270,American Pale Ale (APA),12,Great Raft Brewing Company,Shreveport, LA
Southern Drawl Pale Lager,1922,0.052,,270,American Pale Lager,12,Great Raft Brewing Company,Shreveport, LA
Chickawawa Lemonale,1604,0.05,5,366,Fruit / Vegetable Beer,12,Great River Brewery,Davenport, IA
Barrel Aged Farmer,1574,0.07,22,366,American Brown Ale,16,Great River Brewery,Davenport, IA
Great River Golden Ale,1446,0.048,,366,American Blonde Ale,12,Great River Brewery,Davenport, IA
Dirty Blonde Chocolate Ale,1275,0.048,,366,American Blonde Ale,12,Great River Brewery,Davenport, IA
Dos Pistolas,1244,0.048,20,366,Vienna Lager,12,Great River Brewery,Davenport, IA
Owney Irish Style Red Ale,1064,0.05,30,366,Irish Red Ale,16,Great River Brewery,Davenport, IA
Aaah Bock Lager,1028,0.06,21,366,Vienna Lager,16,Great River Brewery,Davenport, IA
Widespread Wit,865,0.055,10,366,Witbier,16,Great River Brewery,Davenport, IA
Roller Dam Red Ale,864,0.054,30,366,Irish Red Ale,16,Great River Brewery,Davenport, IA
483 Pale Ale,863,0.053,48,366,American Pale Ale (APA),16,Great River Brewery,Davenport, IA
Hop A Potamus Double Dark Rye Pale Ale,672,0.09,99,366,Rye Beer,16,Great River Brewery,Davenport, IA
Farmer Brown Ale,655,0.07,22,366,American Brown Ale,16,Great River Brewery,Davenport, IA
Big Cock IPA,540,0.07,70,366,American IPA,16,Great River Brewery,Davenport, IA
Oktoberfest,539,0.059,25,366,Märzen / Oktoberfest,16,Great River Brewery,Davenport, IA
40th Annual Bix Street Fest Copper Ale (Current),517,0.048,25,366,American Amber / Red Ale,16,Great River Brewery,Davenport, IA
Redband Stout,371,0.06,36,366,American Stout,16,Great River Brewery,Davenport, IA
483 Pale Ale (2010),190,0.053,48,366,American Pale Ale (APA),16,Great River Brewery,Davenport, IA
Roller Dam Red Ale (2010),189,0.054,30,366,Irish Red Ale,16,Great River Brewery,Davenport, IA
Pablo Beach Pale Ale,1106,0.05,30,467,American Pale Ale (APA),12,Green Room Brewing,Jacksonville, FL
Wild Trail Pale Ale,2314,0.057,44,157,American Pale Ale (APA),12,Greenbrier Valley Brewing Company,Lewisburg, WV
Mothman Black IPA,2313,0.067,71,157,American Black Ale,12,Greenbrier Valley Brewing Company,Lewisburg, WV
Autumn Winds Fest Beer,2461,0.058,27,87,Märzen / Oktoberfest,16,Grey Sail Brewing Company,Westerly, RI
